0.028492143	0.054873586	-0.090416595	0.48202994	-0.2441266	0.11469305	0.019998858	-0.5327734	-0.3063668	0.3378259	-0.21696472	-0.25992763	0.05044699	-0.35418558	-0.20684241	-0.13986732
0.3254226	0.16459678	-0.28367597	0.5396864	0.20234928	-0.1966198	-0.3199386	-0.51511294	-0.022546776	0.44129333	0.0077374135	0.19739793	-0.16566572	-0.31889826	-0.22916959	-0.4602772
0.07107843	-0.046947066	-0.58355826	0.17379123	-0.048784275	0.030721812	0.06438378	-0.42514747	-0.41561577	0.13463216	-0.116137005	-0.059858743	0.20741753	-0.073388115	-0.5855734	-0.64093095
0.023593852	0.16272679	0.15194316	0.33311895	-0.24055704	-0.08061923	0.05160686	-0.4498906	-0.08335454	0.16976416	-0.09652308	-0.39561906	-0.005263528	-0.36268485	0.08105786	0.13409433
-0.30155233	-0.25676644	0.1330373	0.32054526	-0.1602894	0.30709535	0.17960973	-0.04009749	-0.035266746	-0.0013158557	-0.124520525	0.016174778	0.14315605	-0.27386448	-0.05984753	-0.13708651
-0.24591173	-0.40514204	-1.0209805	-0.892491	-0.16565837	0.34319946	0.54863423	-0.064055264	-0.9191233	-0.61772996	-0.4008819	-0.08670817	0.6236103	0.932128	-1.1842638	-1.1097616
0.058616083	0.12030547	-0.17562519	0.3893455	-0.0060824617	-0.010133703	-0.06263813	-0.3972685	-0.1607832	0.27341735	-0.08614321	-0.08054283	-0.0028192336	-0.20807853	-0.23593578	-0.24730058
0.09330582	0.016382659	-0.104114264	0.5340554	0.076573156	0.045095503	-0.14500839	-0.388292	-0.049309988	0.358779	-0.045336105	0.14307708	-0.0810565	-0.26020595	-0.1029801	-0.26738095
-0.42260763	-0.27740005	0.31820494	-0.066902466	-0.4501991	0.40579927	0.39482418	-0.12457962	-0.2503834	-0.18479149	-0.40939236	-0.61599314	0.29194087	0.1266727	0.07547123	0.5204605
-0.11422052	-0.043819733	0.0005311831	0.12250046	-0.30933338	0.19173759	0.1665117	-0.39460194	-0.2577609	0.031113138	-0.3140079	-0.36627793	0.20054148	-0.08953211	-0.059770722	0.08735261
0.47635484	0.49915832	-0.24693969	0.068787046	0.172963	-0.47091398	-0.30321103	-0.69528216	-0.3521493	0.44218603	0.063179106	-0.42574403	-0.16192843	-0.11302118	-0.22144185	-0.07697692
-0.22141658	-0.21528225	0.018953625	0.39024025	-0.16520303	0.2592507	0.11673539	-0.2002636	-0.0236949	0.117348075	-0.23010032	-0.010634557	0.120226055	-0.088977866	-0.099370964	-0.21309783
-0.5462948	-0.22823106	0.8924241	0.36611405	-0.6634249	0.3383587	0.34591058	-0.038602315	0.39389023	-0.11696846	-0.29864547	-0.6763869	0.057523973	-0.4904964	0.81996125	0.8610018
0.23753776	0.2682778	0.13914247	0.44399545	-0.014955893	-0.20760068	-0.16425607	-0.49031517	-0.0044526164	0.33940458	0.031199872	-0.36442503	-0.16884387	-0.35793644	0.19801667	0.07030432
0.22849016	0.3125077	0.45557317	0.6013413	0.062043454	-0.32792005	-0.35684565	-0.3028522	0.55374575	0.46960616	0.38005543	0.12314094	-0.48597044	-0.5194031	0.4717052	0.22856867
-0.30701032	-0.1957278	0.43730733	0.55441904	-0.36736247	0.30535612	0.08368779	-0.089162916	0.22161028	0.19771287	-0.17843358	-0.10855001	-0.015680624	-0.31282878	0.3852473	0.1652414
-0.24341458	-0.24498418	0.07387372	0.26398903	-0.3091797	0.21232991	0.1650603	0.042654533	-0.008742677	0.004508636	-0.24069768	-0.06820323	0.069602795	-0.049591083	0.025623549	-0.08166965
0.031171849	0.093893625	0.027971843	0.23355505	-0.03137558	-0.052066557	-0.031536523	-0.2310318	0.012977781	0.20940779	-0.026492486	-0.0049003274	-0.051956236	-0.18719889	0.029260322	-0.1875427
-0.04501551	-0.049384862	-0.88883895	-1.1298665	-0.20069554	0.12396104	0.569336	-0.25906584	-0.9737731	-0.4779561	-0.39394996	-0.56665045	0.59466434	0.81091946	-0.9730805	-0.8835478
0.20522958	0.38668948	0.448291	0.40561935	-0.14390872	-0.29355904	-0.21023239	-0.5534568	0.26836154	0.35364854	0.17066804	-0.5585855	-0.27624193	-0.38344386	0.47657397	0.52387464
0.023307238	0.13851583	0.19779554	0.20545605	-0.2667456	-0.05970548	0.12590142	-0.3610099	-0.03677507	0.15918247	-0.07500898	-0.42445296	0.02587219	-0.22494218	0.15855348	0.26775905
-0.3805262	-0.4739828	-0.53872687	-0.15073586	-0.20988461	0.5774051	0.3512588	0.019761484	-0.46117142	-0.2912473	-0.41628814	0.09231254	0.46077043	0.5210347	-0.6299178	-0.5790741
-0.113011695	-0.34411556	-0.158947	0.52601314	0.11271991	0.37782744	-0.037285008	0.029208092	0.057608	0.29446888	-0.13338284	0.3674848	0.03789283	0.023864383	-0.011375016	-0.30945763
0.33342463	0.17948504	-0.48942897	0.15774955	0.24478114	-0.1516262	-0.19659747	-0.4522993	-0.41476375	0.26372874	0.085487984	0.06344188	-0.03841453	0.0021158473	-0.57479155	-0.5593188
-0.11000487	-0.1799854	0.032855883	0.39622128	-0.012752095	0.2059512	-0.01400884	-0.085875064	0.073392965	0.19970562	-0.057768814	0.15978855	-0.021329775	-0.22531451	-0.04701115	-0.23211575
